Remote Event Rate,NLP,Mean TS,Evt Memory Multiplier,Lookahead,Start-Events,Stagger,Memory,read-buffer,send-buffer,synch,nkp,end_ts,batch_size,extramem,buddy-size,lz4-knob,avl-size,gvt-interval,report-interval,clock-rate,Total Nodes,Total Processors,Total KPs,Total LPs,Sim End Time,LP-PE Mapping,Model Events Allocated,Network Events Allocated,Total Events Allocated,Running Time,Total Events Proc,Events Aborted RollBack,Events Rolled Back,Event Ties,Efficiency,Remote Shared Memory events,Percent Rem Mem Evts,Total Remote Network Events,Percent Network Remote Events,Total Roll Backs,Primary Roll Backs,Secondary Roll Backs,Fossil Collect Attempts,Total GVT Computations,Net Events,Event Rate,Total Evts Past End time,Evts Allocated,Mem Alloc,Mem Waste,Remote sends,Remote Recvs,PE Struct,KP Struct,LP Struct,LP Model Struct,LP RNGs,Total LP,Event Struct,Event Struct with Model,Priority Queue,AVL Tree,LZ4,Buddy System,Event Processing,Event Cancel,Event Abort,GVT,Fossil Collect,Primary Rollbacks,Network Read,Total Time
0.5,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,12.7008,88387740,0,37188252,68120072,27.37,0,0,24802925,48.44,12162377,6827355,5335022,16992,531,51199488,4031209.75,741,55123,37824,1105,58953527,58953527,592,104,56,8,80,144,120,128,0.5684,1.7217,0,0,8.1017,4.4702,0,1.2214,0.6082,6.4804,5.5545,26.673
0.5,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,14.4953,125735088,0,23336112,113005968,77.21,0,0,49606593,48.44,8320694,5356135,2964559,31968,999,102398976,7064289.61,1310,55145,37829,1102,70290505,70290505,592,104,56,8,80,144,120,128,0.7345,2.1155,0,0,12.1925,1.865,0,1.9893,1.0847,5.225,8.8523,30.4416
0.5,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,46.1222,167553950,0,141954206,94544824,-454.51,0,0,12399581,48.44,35936718,19331931,16604787,1014400,31700,25599744,555041.67,1270,55112,37821,1106,148364783,148364783,592,104,56,8,80,144,120,128,0.9411,1.991,0,0,15.5652,15.9026,0,39.9513,0.2799,23.2213,5.4476,96.8615
0.5,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,79.5223,351268082,0,300068594,246149335,-486.08,0,0,24802925,48.44,78280388,41450583,36829805,784928,24529,51199488,643838.2,2659,55123,37824,1105,312004109,312004109,592,104,56,8,80,144,120,128,2.1778,4.4398,0,0,31.8239,33.1171,0,45.7569,0.5117,50.0892,8.3605,167.0051
0.5,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,94.1247,481242304,0,378843328,397235368,-269.97,0,0,49606593,48.44,102668155,58191785,44476370,438176,13693,102398976,1087907.39,3579,55145,37829,1102,410529937,410529937,592,104,56,8,80,144,120,128,3.2868,6.6611,0,0,44.5322,39.9826,0,35.8545,1.0048,73.2026,9.7842,197.6717
0.5,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,29.7956,145768753,0,120169009,77152319,-369.41,0,0,12399581,48.44,33215217,16287601,16927616,101568,3174,25599744,859179.31,1812,55112,37821,1106,127609127,127609127,592,104,56,8,80,144,120,128,0.7859,2.3256,0,0,13.0741,14.9918,0,7.1604,0.2576,19.2613,8.7404,62.5738
0.5,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,38.7096,212577052,0,161377564,148666535,-215.19,0,0,24802925,48.44,44576570,24429686,20146884,41088,1284,51199488,1322657.21,1977,55123,37824,1105,178750407,178750407,592,104,56,8,80,144,120,128,1.3456,4.0192,0,0,20.049,18.1129,0,5.0869,0.6585,30.6789,7.6106,81.2941
0.5,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,47.9206,299316589,0,196917613,253208389,-92.3,0,0,49606593,48.44,55773895,35724015,20049880,33056,1033,102398976,2136846.97,3499,55145,37829,1102,236167785,236167785,592,104,56,8,80,144,120,128,2.1077,5.5674,0,0,27.2898,16.7863,0,2.4778,1.3309,44.2401,7.0484,100.6382
0.5,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,23.6975,120473102,0,94873358,65222709,-270.6,0,0,12399581,48.44,26568722,13561449,13007273,38912,1216,25599744,1080270.97,2058,55112,37821,1106,103308291,103308291,592,104,56,8,80,144,120,128,0.6702,2.2822,0,0,11.0181,11.1215,0,3.836,0.302,16.4727,7.2601,49.7673
0.5,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,30.8566,178633795,0,127434307,127975100,-148.9,0,0,24802925,48.44,35993907,20747070,15246837,17856,558,51199488,1659270.3,1600,55123,37824,1105,146236327,146236327,592,104,56,8,80,144,120,128,1.1658,3.7757,0,0,16.4124,12.6312,0,2.1439,0.739,25.9608,6.2315,64.8021
0.5,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,48.4859,298679845,0,196280869,252719633,-91.68,0,0,49606593,48.44,55630868,35651162,19979706,32896,1028,102398976,2111931.03,2790,55145,37829,1102,235581235,235581235,592,104,56,8,80,144,120,128,2.1508,5.4947,0,0,27.4686,16.9555,0,3.1275,1.3647,44.3983,7.4589,101.8255
0.5,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,45.134,166774168,0,141174424,94257642,-451.47,0,0,12399581,48.44,35817657,19238586,16579071,1018016,31813,25599744,567194.02,1509,55112,37821,1106,147538257,147538257,592,104,56,8,80,144,120,128,0.9221,2.025,0,0,15.3363,14.7689,0,37.8078,0.2694,22.8327,5.4011,94.7861
0.5,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,76.4567,335678705,0,284479217,236889798,-455.63,0,0,24802925,48.44,75200613,39000039,36200574,821472,25671,51199488,669653.44,2526,55123,37824,1105,296344015,296344015,592,104,56,8,80,144,120,128,2.1186,4.1937,0,0,30.4676,32.7199,0,44.2282,0.5025,45.9139,8.2948,160.567
0.5,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,63.291,350330571,0,247931595,298176269,-142.12,0,0,49606593,48.44,72110884,38163398,33947486,424640,13270,102398976,1617908.1,5051,55145,37829,1102,283295973,283295973,592,104,56,8,80,144,120,128,2.3905,4.5392,0,0,31.6037,28.9824,0,21.1005,0.9337,42.036,8.1778,132.9176
0.5,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,29.6595,144852461,0,119252717,76627894,-365.84,0,0,12399581,48.44,33062406,16147152,16915254,101984,3187,25599744,863120.32,1338,55112,37821,1106,126655029,126655029,592,104,56,8,80,144,120,128,0.7861,2.2805,0,0,13.0991,15.1138,0,7.2016,0.2499,18.9406,8.8776,62.2881
0.5,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,33.7738,191312105,0,140112617,135771986,-173.66,0,0,24802925,48.44,39482512,21519370,17963142,39040,1220,51199488,1515952.03,1500,55123,37824,1105,157844317,157844317,592,104,56,8,80,144,120,128,1.2079,3.6094,0,0,17.4028,16.4177,0,5.1873,0.6431,25.4644,7.0758,70.9285
0.5,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,30.265,210385043,0,107986067,183787923,-5.46,0,0,49606593,48.44,34021177,20857844,13163333,32768,1024,102398976,3383410.38,1748,55145,37829,1102,149844471,149844471,592,104,56,8,80,144,120,128,1.504,3.7471,0,0,19.6285,10.5347,0,2.0273,1.255,22.8044,6.435,63.5597
0.5,8,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,1024,256,100000,linear,5112,50000,50111,22.8906,117982446,0,92382702,64092211,-260.87,0,0,12399581,48.44,25966924,13266564,12700360,37792,1181,25599744,1118353.91,829,55112,37821,1106,100843491,100843491,592,104,56,8,80,144,120,128,0.6593,2.1316,0,0,10.7016,10.9798,0,3.7964,0.2861,15.5476,6.9845,48.0726
0.5,16,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,1024,512,100000,linear,5123,50000,50122,26.3681,157508281,0,106308793,115128549,-107.64,0,0,24802925,48.44,30840008,17878603,12961405,17248,539,51199488,1941718.29,1366,55123,37824,1105,125480455,125480455,592,104,56,8,80,144,120,128,1.0221,3.2715,0,0,14.4863,10.7282,0,1.9051,0.7359,21.0989,5.7535,55.3758
0.5,32,1,1.4,1,1,0,100,50000,50000,3,32,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,1024,1024,100000,linear,5145,50000,50144,30.5964,209874726,0,107475750,183469484,-4.96,0,0,49606593,48.44,33895589,20801996,13093593,32608,1019,102398976,3346768.46,1578,55145,37829,1102,149340425,149340425,592,104,56,8,80,144,120,128,1.4896,3.7268,0,0,19.4627,10.3331,0,2.756,1.1658,22.7242,7.1785,64.2556
0.5,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,32.9726,118797463,0,93197719,70383972,-264.06,0,0,12399581,48.44,25451562,12937863,12513699,1110624,34707,25599744,776394.44,1011,55112,53825,1486,100717157,100717157,592,104,56,8,80,144,120,128,0.7146,1.4052,0,0,10.885,11.301,0,30.152,0.2839,13.6125,5.3501,69.2459
0.5,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,39.2935,174944721,0,123745233,130165547,-141.69,0,0,24802925,48.44,36394001,17130876,19263125,903840,28245,51199488,1303002.43,1551,55123,53827,1485,141299889,141299889,592,104,56,8,80,144,120,128,1.0879,2.1485,0,0,16.6011,17.0593,0,26.1614,0.5077,17.0788,7.3572,82.5204
0.5,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,20.222,138772250,0,36373274,123590356,64.48,0,0,49606593,48.44,12586259,7053270,5532989,560224,17507,102398976,5063733.76,1744,55145,53833,1482,82628157,82628157,592,104,56,8,80,144,120,128,0.8803,1.5088,0,0,13.2236,4.1237,0,12.2755,0.81,7.0977,7.002,42.4684
0.5,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,20.9192,102731627,0,77131883,56709343,-201.3,0,0,12399581,48.44,22598213,10469864,12128349,95744,2992,25599744,1223741.24,1684,55112,53825,1486,85286225,85286225,592,104,56,8,80,144,120,128,0.5529,1.5897,0,0,9.2569,10.7295,0,5.7798,0.2378,10.4682,8.1727,43.9326
0.5,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,17.3163,109091071,0,57891583,81345668,-13.07,0,0,24802925,48.44,17378344,8671664,8706680,38336,1198,51199488,2956724.04,790,55123,53827,1485,78626671,78626671,592,104,56,8,80,144,120,128,0.6682,1.9315,0,0,10.1104,8.2295,0,2.7303,0.5266,8.1816,6.81,36.366
0.5,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,14.3393,126613867,0,24214891,113782344,76.35,0,0,49606593,48.44,8499797,5368558,3131239,32256,1008,102398976,7141137.91,1228,55145,53833,1482,71139607,71139607,592,104,56,8,80,144,120,128,0.7529,2.138,0,0,12.0259,2.1722,0,1.454,1.0704,5.1389,8.365,30.114
0.5,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,16.2192,84219797,0,58620053,47782902,-128.99,0,0,12399581,48.44,17581031,8573393,9007638,36768,1149,25599744,1578358.71,823,55112,53825,1486,67634167,67634167,592,104,56,8,80,144,120,128,0.4848,1.5312,0,0,7.7467,7.7184,0,3.1643,0.2746,8.5899,6.7804,34.0621
0.5,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,13.2443,90433486,0,39233998,69431604,23.37,0,0,24802925,48.44,12689290,7031771,5657519,17312,541,51199488,3865784.65,1523,55123,53827,1485,60884499,60884499,592,104,56,8,80,144,120,128,0.5604,1.8378,0,0,8.3156,4.576,0,1.3307,0.6266,6.7372,5.8704,27.8143
0.5,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,14.5947,126058862,0,23659886,113325970,76.89,0,0,49606593,48.44,8332645,5315679,3016966,32064,1002,102398976,7016188.92,1137,55145,53833,1482,70607279,70607279,592,104,56,8,80,144,120,128,0.7965,2.1285,0,0,11.7705,2.2803,0,2.0717,1.0851,5.2252,8.6253,30.6503
0.5,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,45.2787,168177724,0,142577980,94901892,-456.95,0,0,12399581,48.44,36105984,19408100,16697884,1015264,31727,25599744,565381.87,1558,55112,53825,1486,148946219,148946219,592,104,56,8,80,144,120,128,0.928,1.9392,0,0,15.9428,15.5483,0,38.1336,0.2814,22.4762,5.2106,95.09
0.5,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,79.6728,352153521,0,300954033,246743917,-487.81,0,0,24802925,48.44,78488668,41554552,36934116,787680,24615,51199488,642622.15,3266,55123,53827,1485,312878983,312878983,592,104,56,8,80,144,120,128,2.13,4.3524,0,0,32.711,33.2947,0,46.3825,0.499,49.5431,8.171,167.3211
0.5,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,93.8731,483359963,0,380960987,399103270,-272.04,0,0,49606593,48.44,103208539,58481677,44726862,438752,13711,102398976,1090822.96,8403,55145,53833,1482,412558561,412558561,592,104,56,8,80,144,120,128,3.3239,6.4189,0,0,44.2112,40.6017,0,32.6528,0.969,71.1716,9.3498,197.1434
0.5,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,29.7054,145265493,0,119665749,76908846,-367.45,0,0,12399581,48.44,33063981,16237131,16826850,100416,3138,25599744,861788.89,1028,55112,53825,1486,127094329,127094329,592,104,56,8,80,144,120,128,0.7881,2.2891,0,0,13.0586,14.8303,0,7.0193,0.2516,18.7729,8.5887,62.3843
0.5,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,37.6375,210265272,0,159065784,147263299,-210.68,0,0,24802925,48.44,43990156,24167938,19822218,39840,1245,51199488,1360331.91,2905,55123,53827,1485,176539677,176539677,592,104,56,8,80,144,120,128,1.3185,3.9788,0,0,19.0939,17.8181,0,4.9136,0.618,29.1103,7.2033,79.0427
0.5,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,512,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,49.4215,303411193,0,201012217,256325287,-96.3,0,0,49606593,48.44,56895849,36207907,20687942,33088,1034,102398976,2071950.12,2958,55145,53833,1482,240137633,240137633,592,104,56,8,80,144,120,128,2.1761,5.7902,0,0,28.4295,17.787,0,2.6095,1.4078,46.5041,7.3554,103.7904
0.5,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,23.8103,121557705,0,95957961,65730912,-274.84,0,0,12399581,48.44,26855036,13677923,13177113,39360,1230,25599744,1075153.02,1907,55112,53825,1486,104326981,104326981,592,104,56,8,80,144,120,128,0.6608,2.2135,0,0,11.0424,11.6182,0,3.8235,0.2933,16.5136,7.2599,50.0042
0.5,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,31.9027,182042774,0,130843286,130023630,-155.56,0,0,24802925,48.44,36849204,21129801,15719403,18208,569,51199488,1604862.48,1614,55123,53827,1485,149472627,149472627,592,104,56,8,80,144,120,128,1.1543,3.8693,0,0,16.9177,13.2261,0,2.6016,0.7922,27.2093,6.5293,66.9991
0.5,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,512,5000,0,1,18,1024,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,48.4608,299298899,0,196899923,253219310,-92.29,0,0,49606593,48.44,55810180,35733960,20076220,32896,1028,102398976,2113026.98,2599,55145,53833,1482,236173689,236173689,592,104,56,8,80,144,120,128,2.1258,5.5198,0,0,27.2721,16.6665,0,3.2279,1.3379,44.6436,7.3686,101.7727
0.5,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,45.1626,167106736,0,141506992,94458694,-452.77,0,0,12399581,48.44,35888021,19280974,16607047,1020320,31885,25599744,566835.15,1666,55112,53825,1486,147846413,147846413,592,104,56,8,80,144,120,128,0.9007,2.0095,0,0,15.6714,15.2215,0,38.387,0.2936,23.6071,5.7104,94.8462
0.5,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,77.009,336977727,0,285778239,237772108,-458.17,0,0,24802925,48.44,75516605,39140886,36375719,825408,25794,51199488,664850.75,3698,55123,53827,1485,297589405,297589405,592,104,56,8,80,144,120,128,2.0349,4.4125,0,0,31.0317,33.2918,0,45.8829,0.5451,46.5182,8.7391,161.7269
0.5,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,16,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,66.4465,356977945,0,254578969,303353670,-148.61,0,0,49606593,48.44,73865151,39002700,34862451,436352,13636,102398976,1541074.22,4302,55145,53833,1482,289634723,289634723,592,104,56,8,80,144,120,128,2.5284,4.8082,0,0,33.3822,30.6723,0,24.4138,0.959,44.874,8.7398,139.5446
0.5,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,29.2635,143322086,0,117722342,75994868,-359.86,0,0,12399581,48.44,32636415,15988094,16648321,100704,3147,25599744,874801.11,1565,55112,53825,1486,125186625,125186625,592,104,56,8,80,144,120,128,0.7791,2.2802,0,0,13.0123,14.7257,0,7.3648,0.2557,18.3797,8.6063,61.4564
0.5,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,33.479,189330653,0,138131165,134542853,-169.79,0,0,24802925,48.44,38984709,21296231,17688478,38336,1198,51199488,1529302.51,1352,55123,53827,1485,155952599,155952599,592,104,56,8,80,144,120,128,1.2527,3.571,0,0,17.2658,16.301,0,4.1177,0.6409,24.6595,6.9225,70.3094
0.5,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,512,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,30.5081,211421818,0,109022842,184606671,-6.47,0,0,49606593,48.44,34330126,21003524,13326602,32704,1022,102398976,3356450.77,1933,55145,53833,1482,150830943,150830943,592,104,56,8,80,144,120,128,1.5465,3.8294,0,0,19.4258,10.385,0,2.0121,1.2472,23.0783,6.6281,64.0702
0.5,8,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,2048,256,100000,linear,5112,50000,50111,22.8856,118090135,0,92490391,64150846,-261.29,0,0,12399581,48.44,26002138,13277361,12724777,37824,1182,25599744,1118595.9,1459,55112,53825,1486,100925299,100925299,592,104,56,8,80,144,120,128,0.649,2.1234,0,0,10.6742,11.0757,0,3.7345,0.2861,15.8807,6.9755,48.0622
0.5,16,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,2048,512,100000,linear,5123,50000,50122,27.1007,160049254,0,108849766,116660143,-112.6,0,0,24802925,48.44,31506814,18155383,13351431,17632,551,51199488,1889233.99,1378,55123,53827,1485,127911469,127911469,592,104,56,8,80,144,120,128,1.005,3.2914,0,0,14.6914,11.5778,0,1.935,0.6978,21.6114,5.8249,56.9142
0.5,32,1,1.4,1,1,0,100,50000,50000,3,64,100000,64,5000,0,1,18,1024,0.01,1000000000,32,32,2048,1024,100000,linear,5145,50000,50144,31.1382,211325173,0,108926197,184554987,-6.37,0,0,49606593,48.44,34322263,21015682,13306581,32608,1019,102398976,3288530.91,1998,55145,53833,1482,150748749,150748749,592,104,56,8,80,144,120,128,1.5714,3.835,0,0,19.809,10.3302,0,2.7411,1.2245,23.1548,6.872,65.3935
0.75,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,41.6037,107728356,0,82128612,62722003,-220.82,0,0,18599316,72.65,31724581,15205507,16519074,1421504,44422,25599744,615323.22,869,55112,29820,916,136252074,136252074,592,104,56,8,80,144,120,128,0.8154,1.9736,0,0,13.3436,14.8403,0,38.8664,0.3559,17.7601,6.4611,87.3722
0.75,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,62.1595,190081330,0,138881842,137987530,-171.26,0,0,37200435,72.66,55027122,23554489,31472633,1253664,39177,51199488,823679.57,1444,55123,29822,915,235650065,235650065,592,104,56,8,80,144,120,128,1.5775,3.7276,0,0,23.4305,28.8037,0,45.0468,0.6743,27.0069,9.9376,130.5414
0.75,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,16,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,43.1244,189371177,0,86972201,171511858,15.07,0,0,74406434,72.66,28674194,12329473,16344721,775712,24241,102398976,2374502.49,1884,55145,29827,912,198160760,198160760,592,104,56,8,80,144,120,128,1.5464,4.0764,0,0,23.8707,16.7382,0,20.9093,1.15,20.9792,10.9267,90.5657
0.75,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,27.9711,97778065,0,72178321,52749854,-181.95,0,0,18599316,72.65,29830163,12562513,17267650,125920,3935,25599744,915220.36,591,55112,29820,916,121774580,121774580,592,104,56,8,80,144,120,128,0.7021,2.3691,0,0,12.0667,15.5381,0,7.617,0.3296,14.1668,10.5463,58.7423
0.75,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,25.7859,114079121,0,62879633,83448658,-22.81,0,0,37200435,72.66,25825490,11274072,14551418,52736,1648,51199488,1985564.88,789,55123,29822,915,126254421,126254421,592,104,56,8,80,144,120,128,0.9169,3.1513,0,0,13.9446,14.1025,0,4.016,0.7096,12.8605,9.0502,54.153
0.75,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,512,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,20.9504,131935406,0,29536430,121694028,71.16,0,0,74406434,72.66,10362257,5392030,4970227,36704,1147,102398976,4887679.66,1360,55145,29827,912,115582078,115582078,592,104,56,8,80,144,120,128,0.9547,4.0161,0,0,16.2971,5.1428,0,1.4058,1.5467,9.4753,10.6136,43.9981
0.75,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,21.3286,80231267,0,54631523,44651858,-113.41,0,0,18599316,72.65,23038924,10212363,12826561,46880,1465,25599744,1200253.12,770,55112,29820,916,96525786,96525786,592,104,56,8,80,144,120,128,0.5952,2.2089,0,0,9.6487,11.134,0,3.7884,0.3603,11.6439,8.5945,44.7923
0.75,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,21.9991,101629694,0,50430206,75571684,1.5,0,0,37200435,72.66,21276207,9874411,11401796,23008,719,51199488,2327342.55,841,55123,29822,915,108385171,108385171,592,104,56,8,80,144,120,128,0.8344,3.2156,0,0,12.639,10.4846,0,2.7862,0.9009,11.4676,8.4367,46.2005
0.75,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,16,5000,0,1,18,1024,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,22.7766,134551275,0,32152299,123773431,68.6,0,0,74406434,72.66,11192352,5784419,5407933,36768,1149,102398976,4495794.3,1139,55145,29827,912,119295194,119295194,592,104,56,8,80,144,120,128,1.0261,4.137,0,0,17.0746,5.674,0,2.4684,1.574,9.9664,11.5924,47.8333
0.75,8,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,512,256,100000,linear,5112,50000,50111,49.4921,128835139,0,103235395,72932181,-303.27,0,0,18599316,72.65,38840701,19426056,19414645,1352608,42269,25599744,517249.6,1118,55112,29820,916,166988654,166988654,592,104,56,8,80,144,120,128,0.9465,2.3255,0,0,15.6459,17.2496,0,43.9615,0.3544,23.2102,6.3568,103.9385
0.75,16,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,512,512,100000,linear,5123,50000,50122,93.3006,285954303,0,234754815,199610794,-358.51,0,0,37200435,72.66,89718719,43289475,46429244,1121056,35033,51199488,548758.36,2370,55123,29822,915,374500681,374500681,592,104,56,8,80,144,120,128,2.3108,5.533,0,0,34.9701,42.2298,0,60.2041,0.6659,53.468,10.1348,195.9411
0.75,32,1,1.4,1,1,0,100,50000,50000,3,16,100000,512,5000,0,1,18,16,0.01,1000000000,32,32,512,1024,100000,linear,5145,50000,50144,110.9572,413935190,0,311536214,358524928,-204.24,0,0,74406434,72.66,92654388,56445243,36209145,524672,16396,102398976,922869.4,13550,55145,29827,912,521582918,521582918,592,104,56,8,80,144,120,128,3.6638,10.8709,0,0,50.4503,38.294,0,37.3864,1.3597,97.5994,12.729,233.0217
